category,subcategory,concept,prompt,seed,filename,resolution,color_count,lint_overall,verdict,notes
floor_wall_texture,worn_floor,worn_floor_crack,"subtly worn stone floor tile with a hairline crack, small sprite, pixel art",137,worn_floor_crack_s137.png,24x24,13,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_crack,"subtly worn stone floor tile with a hairline crack, small sprite, pixel art",999,worn_floor_crack_s999.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_crack,"subtly worn stone floor tile with a hairline crack, small sprite, pixel art",1337,worn_floor_crack_s1337.png,24x24,7,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_crack,"subtly worn stone floor tile with a hairline crack, small sprite, pixel art",7,worn_floor_crack_s7.png,24x24,24,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_crack,"subtly worn stone floor tile with a hairline crack, small sprite, pixel art",21,worn_floor_crack_s21.png,24x24,14,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",0,worn_floor_patch_s0.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",1,worn_floor_patch_s1.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",2,worn_floor_patch_s2.png,24x24,7,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",3,worn_floor_patch_s3.png,24x24,8,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",42,worn_floor_patch_s42.png,24x24,12,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",137,worn_floor_patch_s137.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",999,worn_floor_patch_s999.png,24x24,13,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",1337,worn_floor_patch_s1337.png,24x24,11,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",7,worn_floor_patch_s7.png,24x24,15,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_patch,"stone floor tile with a faint worn patch, small sprite, pixel art",21,worn_floor_patch_s21.png,24x24,5,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",0,worn_floor_chip_s0.png,24x24,6,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",1,worn_floor_chip_s1.png,24x24,15,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",2,worn_floor_chip_s2.png,24x24,8,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",3,worn_floor_chip_s3.png,24x24,11,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",42,worn_floor_chip_s42.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",137,worn_floor_chip_s137.png,24x24,13,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",999,worn_floor_chip_s999.png,24x24,13,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",1337,worn_floor_chip_s1337.png,24x24,8,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",7,worn_floor_chip_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_chip,"stone floor tile with a small chipped corner, small sprite, pixel art",21,worn_floor_chip_s21.png,24x24,6,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",0,worn_floor_fade_s0.png,24x24,7,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",1,worn_floor_fade_s1.png,24x24,12,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",2,worn_floor_fade_s2.png,24x24,7,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",3,worn_floor_fade_s3.png,24x24,12,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",42,worn_floor_fade_s42.png,24x24,10,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",137,worn_floor_fade_s137.png,24x24,12,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",999,worn_floor_fade_s999.png,24x24,14,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",1337,worn_floor_fade_s1337.png,24x24,6,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",7,worn_floor_fade_s7.png,24x24,11,FAIL,fail,
floor_wall_texture,worn_floor,worn_floor_fade,"stone floor tile with faint color fading, small sprite, pixel art",21,worn_floor_fade_s21.png,24x24,6,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",0,cracked_wall_hairline_s0.png,24x24,6,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",1,cracked_wall_hairline_s1.png,24x24,13,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",2,cracked_wall_hairline_s2.png,24x24,0,PASS,pass,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",3,cracked_wall_hairline_s3.png,24x24,5,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",42,cracked_wall_hairline_s42.png,24x24,8,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",137,cracked_wall_hairline_s137.png,24x24,3,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",999,cracked_wall_hairline_s999.png,24x24,12,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",1337,cracked_wall_hairline_s1337.png,24x24,8,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",7,cracked_wall_hairline_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_hairline,"stone wall tile with a hairline crack, small sprite, pixel art",21,cracked_wall_hairline_s21.png,24x24,14,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",0,cracked_wall_corner_s0.png,24x24,12,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",1,cracked_wall_corner_s1.png,24x24,11,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",2,cracked_wall_corner_s2.png,24x24,2,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",3,cracked_wall_corner_s3.png,24x24,5,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",42,cracked_wall_corner_s42.png,24x24,13,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",137,cracked_wall_corner_s137.png,24x24,7,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",999,cracked_wall_corner_s999.png,24x24,10,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",1337,cracked_wall_corner_s1337.png,24x24,5,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",7,cracked_wall_corner_s7.png,24x24,15,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_corner,"stone wall tile with a cracked corner, small sprite, pixel art",21,cracked_wall_corner_s21.png,24x24,10,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",0,cracked_wall_web_s0.png,24x24,0,PASS,pass,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",1,cracked_wall_web_s1.png,24x24,16,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",2,cracked_wall_web_s2.png,24x24,7,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",3,cracked_wall_web_s3.png,24x24,4,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",42,cracked_wall_web_s42.png,24x24,6,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",137,cracked_wall_web_s137.png,24x24,3,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",999,cracked_wall_web_s999.png,24x24,10,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",1337,cracked_wall_web_s1337.png,24x24,4,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",7,cracked_wall_web_s7.png,24x24,7,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_web,"stone wall tile with a small web of cracks, small sprite, pixel art",21,cracked_wall_web_s21.png,24x24,11,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",0,cracked_wall_chip_s0.png,24x24,12,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",1,cracked_wall_chip_s1.png,24x24,8,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",2,cracked_wall_chip_s2.png,24x24,13,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",3,cracked_wall_chip_s3.png,24x24,15,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",42,cracked_wall_chip_s42.png,24x24,9,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",137,cracked_wall_chip_s137.png,24x24,4,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",999,cracked_wall_chip_s999.png,24x24,11,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",1337,cracked_wall_chip_s1337.png,24x24,8,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",7,cracked_wall_chip_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_chip,"stone wall tile with a chipped chunk missing, small sprite, pixel art",21,cracked_wall_chip_s21.png,24x24,13,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",0,cracked_wall_seam_s0.png,24x24,0,PASS,pass,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",1,cracked_wall_seam_s1.png,24x24,17,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",2,cracked_wall_seam_s2.png,24x24,1,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",3,cracked_wall_seam_s3.png,24x24,3,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",42,cracked_wall_seam_s42.png,24x24,5,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",137,cracked_wall_seam_s137.png,24x24,6,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",999,cracked_wall_seam_s999.png,24x24,4,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",1337,cracked_wall_seam_s1337.png,24x24,10,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",7,cracked_wall_seam_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,cracked_wall,cracked_wall_seam,"stone wall tile with a cracked mortar seam, small sprite, pixel art",21,cracked_wall_seam_s21.png,24x24,7,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",0,moss_patch_small_s0.png,24x24,12,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",1,moss_patch_small_s1.png,24x24,32,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",2,moss_patch_small_s2.png,24x24,6,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",3,moss_patch_small_s3.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",42,moss_patch_small_s42.png,24x24,7,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",137,moss_patch_small_s137.png,24x24,29,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",999,moss_patch_small_s999.png,24x24,27,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",1337,moss_patch_small_s1337.png,24x24,21,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",7,moss_patch_small_s7.png,24x24,26,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_small,"small moss patch on stone, small sprite, pixel art",21,moss_patch_small_s21.png,24x24,10,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",0,moss_patch_creeping_s0.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",1,moss_patch_creeping_s1.png,24x24,32,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",2,moss_patch_creeping_s2.png,24x24,15,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",3,moss_patch_creeping_s3.png,24x24,26,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",42,moss_patch_creeping_s42.png,24x24,16,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",137,moss_patch_creeping_s137.png,24x24,31,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",999,moss_patch_creeping_s999.png,24x24,29,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",1337,moss_patch_creeping_s1337.png,24x24,26,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",7,moss_patch_creeping_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_creeping,"creeping moss patch on stone corner, small sprite, pixel art",21,moss_patch_creeping_s21.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",0,moss_patch_damp_s0.png,24x24,23,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",1,moss_patch_damp_s1.png,24x24,21,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",2,moss_patch_damp_s2.png,24x24,13,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",3,moss_patch_damp_s3.png,24x24,17,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",42,moss_patch_damp_s42.png,24x24,20,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",137,moss_patch_damp_s137.png,24x24,25,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",999,moss_patch_damp_s999.png,24x24,22,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",1337,moss_patch_damp_s1337.png,24x24,13,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",7,moss_patch_damp_s7.png,24x24,21,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_damp,"damp moss patch on stone, small sprite, pixel art",21,moss_patch_damp_s21.png,24x24,10,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",0,moss_patch_sparse_s0.png,24x24,21,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",1,moss_patch_sparse_s1.png,24x24,29,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",2,moss_patch_sparse_s2.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",3,moss_patch_sparse_s3.png,24x24,14,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",42,moss_patch_sparse_s42.png,24x24,15,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",137,moss_patch_sparse_s137.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",999,moss_patch_sparse_s999.png,24x24,28,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",1337,moss_patch_sparse_s1337.png,24x24,18,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",7,moss_patch_sparse_s7.png,24x24,23,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_sparse,"sparse moss growth on stone, small sprite, pixel art",21,moss_patch_sparse_s21.png,24x24,15,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",0,moss_patch_thick_s0.png,24x24,30,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",1,moss_patch_thick_s1.png,24x24,19,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",2,moss_patch_thick_s2.png,24x24,17,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",3,moss_patch_thick_s3.png,24x24,14,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",42,moss_patch_thick_s42.png,24x24,15,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",137,moss_patch_thick_s137.png,24x24,26,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",999,moss_patch_thick_s999.png,24x24,20,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",1337,moss_patch_thick_s1337.png,24x24,22,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",7,moss_patch_thick_s7.png,24x24,21,FAIL,fail,
floor_wall_texture,moss_patch,moss_patch_thick,"thick moss patch on stone, small sprite, pixel art",21,moss_patch_thick_s21.png,24x24,16,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",0,stain_water_s0.png,24x24,9,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",1,stain_water_s1.png,24x24,13,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",2,stain_water_s2.png,24x24,10,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",3,stain_water_s3.png,24x24,5,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",42,stain_water_s42.png,24x24,9,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",137,stain_water_s137.png,24x24,8,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",999,stain_water_s999.png,24x24,9,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",1337,stain_water_s1337.png,24x24,11,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",7,stain_water_s7.png,24x24,14,FAIL,fail,
floor_wall_texture,stain_decal,stain_water,"faint water stain on stone, small sprite, pixel art",21,stain_water_s21.png,24x24,15,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",0,stain_soot_s0.png,24x24,10,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",1,stain_soot_s1.png,24x24,14,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",2,stain_soot_s2.png,24x24,15,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",3,stain_soot_s3.png,24x24,5,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",42,stain_soot_s42.png,24x24,15,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",137,stain_soot_s137.png,24x24,7,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",999,stain_soot_s999.png,24x24,15,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",1337,stain_soot_s1337.png,24x24,16,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",7,stain_soot_s7.png,24x24,16,FAIL,fail,
floor_wall_texture,stain_decal,stain_soot,"faint soot stain on stone, small sprite, pixel art",21,stain_soot_s21.png,24x24,5,FAIL,fail,
floor_wall_texture,stain_decal,stain_rust,"faint rust stain streak on stone, small sprite, pixel art",0,stain_rust_s0.png,24x24,13,FAIL,fail,
floor_wall_texture,stain_decal,stain_rust,"faint rust stain streak on stone, small sprite, pixel art",1,stain_rust_s1.png,24x24,13,FAIL,fail,
floor_wall_texture,stain_decal,stain_rust,"faint rust stain streak on stone, small sprite, pixel art",2,stain_rust_s2.png,24x24,15,FAIL,fail,
floor_wall_texture,stain_decal,stain_rust,"faint rust stain streak on stone, small sprite, pixel art",3,stain_rust_s3.png,24x24,14,FAIL,fail,
floor_wall_texture,stain_decal,stain_rust,"faint rust stain streak on stone, small sprite, pixel art",42,stain_rust_s42.png,24x24,6,FAIL,fail,
