file,class,speckle_count
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1028.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1029.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_103.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1030.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1031.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1032.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1033.png,world_24x24,1
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1034.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1035.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1036.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1037.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1038.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1039.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_104.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1040.png,world_24x24,23
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1041.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1042.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1043.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1044.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1045.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1046.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1047.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1048.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1049.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_105.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1050.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1051.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1052.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1053.png,world_24x24,34
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1054.png,world_24x24,37
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1056.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1057.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1058.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1059.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_106.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1060.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1061.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1062.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1063.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1064.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1065.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1066.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1067.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1068.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1069.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_107.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1070.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1071.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1072.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1073.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1074.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1075.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1076.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1077.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1078.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1079.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_108.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1080.png,world_24x24,6
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1085.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1086.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1087.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1088.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1089.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_109.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1090.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1091.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1092.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1093.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1094.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1095.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1096.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1097.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1098.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1099.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_110.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1100.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1101.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1102.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1103.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1104.png,world_24x24,6
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1105.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1106.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1107.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1108.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1109.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_111.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1110.png,world_24x24,37
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1111.png,world_24x24,43
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1113.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1114.png,world_24x24,6
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1115.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1116.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1117.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1118.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1119.png,world_24x24,6
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_112.png,world_24x24,23
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1120.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1121.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1122.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1123.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1124.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1125.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1126.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1127.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1128.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1129.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_113.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1130.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1142.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1143.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1144.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1145.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1146.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1147.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1148.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1149.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1150.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1151.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1152.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1153.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1154.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1155.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1156.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1157.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1158.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1159.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_116.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1160.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1161.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1162.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1163.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1164.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1165.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1166.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1167.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1168.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_117.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1170.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1171.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1172.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1173.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1174.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1175.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1176.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1177.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1178.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1179.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_118.png,world_24x24,33
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1180.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1181.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1182.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1183.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1184.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1185.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1186.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1187.png,world_24x24,7
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1188.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1189.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_119.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1190.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1191.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1192.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1193.png,world_24x24,3
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1194.png,world_24x24,6
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1199.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_120.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1200.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1201.png,world_24x24,26
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1202.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1203.png,world_24x24,27
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1204.png,world_24x24,33
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1205.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1206.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1207.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1208.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1209.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_121.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1210.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1211.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1212.png,world_24x24,29
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1213.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1214.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1215.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1216.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1217.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1218.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1219.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_122.png,world_24x24,1
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1220.png,world_24x24,29
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1221.png,world_24x24,24
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1222.png,world_24x24,22
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1223.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1224.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1225.png,world_24x24,31
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1227.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1228.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1229.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_123.png,world_24x24,5
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1230.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1231.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1232.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1233.png,world_24x24,8
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1234.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1235.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1236.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1237.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1238.png,world_24x24,20
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1239.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_124.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1240.png,world_24x24,2
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1241.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1242.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1243.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1244.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_125.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1256.png,world_24x24,15
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1257.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1258.png,world_24x24,26
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1259.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_126.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1260.png,world_24x24,27
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1261.png,world_24x24,33
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1262.png,world_24x24,14
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1263.png,world_24x24,13
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1264.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1265.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1266.png,world_24x24,19
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1267.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1268.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1269.png,world_24x24,29
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_127.png,world_24x24,4
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1270.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1271.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1272.png,world_24x24,21
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1273.png,world_24x24,16
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1274.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1275.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1276.png,world_24x24,40
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1277.png,world_24x24,29
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1278.png,world_24x24,24
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1279.png,world_24x24,22
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_128.png,world_24x24,18
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1280.png,world_24x24,17
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1281.png,world_24x24,12
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1282.png,world_24x24,31
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1284.png,world_24x24,0
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1285.png,world_24x24,10
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1286.png,world_24x24,11
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1287.png,world_24x24,9
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_1288.png,world_24x24,11
