file,asset_class,A1_off_palette_colors,A1,A2_partial_alpha_pixels,A2,A3_actual_resolution,A3_expected_resolution,A3,A4_color_count,A4,A5_near_color_pairs,A5,A6_outline_fraction,A6,A7_speckle_count,overall
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5012.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.3768,WARN,63,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5014.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,3,WARN,,EXEMPT,79,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5015.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.4626,WARN,58,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5016.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,9,WARN,0,PASS,,EXEMPT,64,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5039.png,world_tile,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,0,PASS,,EXEMPT,28,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5051.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.6,WARN,43,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5052.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.5179,WARN,58,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5053.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,43,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5054.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.3019,WARN,22,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5055.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.4219,WARN,58,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5056.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,2,PASS,0.1463,WARN,38,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5057.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,7,PASS,0,PASS,0.0,WARN,22,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5058.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.0476,WARN,52,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5059.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.8689,PASS,37,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5060.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,2,PASS,0.0614,WARN,47,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5061.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.4105,WARN,45,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5062.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.3929,WARN,29,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5063.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,15,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5064.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.7797,PASS,27,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5065.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,8,PASS,3,WARN,0.1719,WARN,25,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5066.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,2,PASS,0.0,WARN,51,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5067.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,18,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5068.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,22,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5069.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.3585,WARN,27,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5070.png,prop,288,FAIL,0,PASS,24x24,24x24,PASS,33,FAIL,31,FAIL,0.1094,WARN,80,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5071.png,prop,484,FAIL,0,PASS,24x24,24x24,PASS,30,FAIL,21,FAIL,0.0,WARN,57,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5072.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.55,WARN,19,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5073.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.8659,PASS,22,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5074.png,prop,360,FAIL,0,PASS,24x24,24x24,PASS,28,FAIL,32,FAIL,0.0,WARN,85,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5075.png,prop,576,FAIL,0,PASS,24x24,24x24,PASS,43,FAIL,51,FAIL,1.0,PASS,86,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5076.png,prop,352,FAIL,0,PASS,24x24,24x24,PASS,30,FAIL,22,FAIL,0.0694,WARN,49,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5077.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.2537,WARN,33,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5078.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,6,WARN,,EXEMPT,71,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5079.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,3,WARN,,EXEMPT,48,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5080.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0926,WARN,101,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5081.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.2576,WARN,56,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5082.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.7821,PASS,32,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5083.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.5545,WARN,15,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5084.png,prop,319,FAIL,0,PASS,24x24,24x24,PASS,38,FAIL,36,FAIL,0.0465,WARN,115,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5085.png,prop,191,FAIL,0,PASS,24x24,24x24,PASS,32,FAIL,26,FAIL,0.0,WARN,98,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5086.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,9,WARN,1,PASS,,EXEMPT,67,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5087.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0145,WARN,22,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5088.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.02,WARN,17,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5089.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,24,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5090.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.1429,WARN,77,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5091.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,3,WARN,,EXEMPT,56,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5092.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,0,PASS,,EXEMPT,77,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5093.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,8,PASS,0,PASS,0.0,WARN,24,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5094.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.069,WARN,26,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5095.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,18,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5096.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0714,WARN,38,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5097.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,0,PASS,0.6122,WARN,25,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5098.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,9,WARN,2,PASS,0.0,WARN,30,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5099.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.1667,WARN,72,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5100.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.3901,WARN,49,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5101.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.0,WARN,23,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5102.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,9,WARN,1,PASS,0.8167,PASS,57,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5104.png,prop,299,FAIL,0,PASS,24x24,24x24,PASS,20,FAIL,24,FAIL,0.6667,WARN,72,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5105.png,prop,358,FAIL,0,PASS,24x24,24x24,PASS,16,FAIL,15,FAIL,0.6719,WARN,56,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5106.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,1,PASS,0.6292,WARN,24,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5107.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.5385,WARN,27,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5108.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,10,WARN,0,PASS,0.1333,WARN,93,WARN
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5109.png,prop,313,FAIL,0,PASS,24x24,24x24,PASS,26,FAIL,16,FAIL,0.0,WARN,83,FAIL
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5110.png,decal,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,1,PASS,,EXEMPT,30,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5111.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,5,PASS,0,PASS,1.0,PASS,14,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5112.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,6,PASS,0,PASS,1.0,PASS,30,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5113.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,5,PASS,0,PASS,1.0,PASS,13,PASS
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5114.png,prop,0,PASS,0,PASS,24x24,24x24,PASS,7,PASS,0,PASS,1.0,PASS,17,PASS
